      40     1.96    0.174   0.0191  0.00665  0.00324
    40.4     1.97    0.156   0.0166  0.00665  0.00324
    40.8     1.97     0.14   0.0145  0.00664   0.0032
    41.2     1.98    0.126   0.0126  0.00664   0.0032
    41.6     1.98    0.112    0.011        0        0
      42     1.98      0.1  0.00956        0        0
    42.4     1.98   0.0895  0.00831  0.00663  0.00317
    42.8     1.99   0.0798  0.00722  0.00663  0.00317
    43.2     1.99    0.071  0.00626        0        0
    43.6     1.99   0.0632  0.00544        0        0
      44     1.99   0.0561  0.00473        0        0
    44.4     1.99   0.0498  0.00411        0        0
    44.8     1.99   0.0442  0.00356        0        0
    45.2     1.99   0.0392  0.00309  0.00662  0.00314
    45.6        2   0.0348  0.00268  0.00662  0.00314
      46        2   0.0308  0.00233        0        0
    46.4        2   0.0273  0.00202        0        0
    46.8        2   0.0241  0.00175        0        0
    47.2        2   0.0213  0.00152        0        0
    47.6        2   0.0189  0.00132        0        0
      48        2   0.0167  0.00114        0        0
    48.4        2   0.0147  0.00099        0        0
    48.8        2    0.013 0.000859        0        0
    49.2        2   0.0115 0.000745        0        0
    49.6        2   0.0101 0.000646        0        0
      50        2  0.00894  0.00056        0        0
    50.4        2  0.00788 0.000485        0        0
    50.8        2  0.00695 0.000421        0        0
    51.2        2  0.00612 0.000365        0        0
    51.6        2  0.00539 0.000316        0        0
      52        2  0.00475 0.000274        0        0
    52.4        2  0.00418 0.000238        0        0
    52.8        2  0.00368 0.000206        0        0
    53.2        2  0.00324 0.000179        0        0
    53.6        2  0.00285 0.000155        0        0
      54        2  0.00251 0.000134        0        0
    54.4        2  0.00221 0.000116        0        0
    54.8        2  0.00194 0.000101        0        0
    55.2        2  0.00171 8.75e-05        0        0
    55.6        2   0.0015 7.58e-05        0        0
      56        2  0.00132 6.58e-05        0        0
    56.4        2  0.00116  5.7e-05        0        0
    56.8        2  0.00102 4.94e-05        0        0
    57.2        2 0.000894 4.28e-05        0        0
    57.6        2 0.000785 3.72e-05        0        0
      58        2  0.00069 3.22e-05        0        0
    58.4        2 0.000605 2.79e-05        0        0
    58.8        2 0.000532 2.42e-05        0        0
    59.2        2 0.000466  2.1e-05        0        0
    59.6        2 0.000409 1.82e-05        0        0
      60        2 0.000359 1.58e-05        0        0
    60.4        2 0.000315 1.37e-05        0        0
    60.8        2 0.000276 1.19e-05        0        0
    61.2        2 0.000242 1.03e-05        0        0
    61.6        2 0.000213  8.9e-06        0        0
      62        2 0.000186 7.72e-06        0        0
    62.4        2 0.000163 6.69e-06        0        0
    62.8        2 0.000143  5.8e-06        0        0
    63.2        2 0.000126 5.03e-06        0        0
    63.6        2  0.00011 4.36e-06        0        0
      64        2 9.65e-05 3.78e-06        0        0
    64.4        2 8.45e-05 3.28e-06        0        0
    64.8        2  7.4e-05 2.84e-06        0        0
    65.2        2 6.48e-05 2.46e-06        0        0
    65.6        2 5.68e-05 2.13e-06        0        0
      66        2 4.97e-05 1.85e-06        0        0
    66.4        2 4.35e-05  1.6e-06        0        0
    66.8        2 3.81e-05 1.39e-06        0        0
    67.2        2 3.34e-05 1.21e-06        0        0
    67.6        2 2.92e-05 1.05e-06        0        0
      68        2 2.56e-05 9.07e-07        0        0
    68.4        2 2.24e-05 7.86e-07        0        0
    68.8        2 1.96e-05 6.81e-07        0        0
    69.2        2 1.72e-05  5.9e-07        0        0
    69.6        2  1.5e-05 5.11e-07        0        0
      70        2 1.31e-05 4.43e-07        0        0
    70.4        2 1.15e-05 3.84e-07        0        0
    70.8        2 1.01e-05 3.33e-07        0        0
    71.2        2  8.8e-06 2.89e-07        0        0
    71.6        2  7.7e-06  2.5e-07        0        0
      72        2 6.73e-06 2.17e-07        0        0
    72.4        2 5.89e-06 1.88e-07        0        0
    72.8        2 5.15e-06 1.63e-07        0        0
    73.2        2  4.5e-06 1.41e-07        0        0
    73.6        2 3.93e-06 1.23e-07        0        0
      74        2 3.44e-06 1.06e-07        0        0
    74.4        2    3e-06 9.21e-08        0        0
    74.8        2 2.62e-06 7.98e-08        0        0
    75.2        2 2.29e-06 6.92e-08        0        0
    75.6        2 2.01e-06    6e-08        0        0
      76        2 1.75e-06  5.2e-08        0        0
    76.4        2 1.53e-06 4.51e-08        0        0
    76.8        2 1.34e-06 3.91e-08        0        0
    77.2        2 1.17e-06 3.39e-08        0        0
    77.6        2 1.03e-06 2.94e-08        0        0
      78        2 8.99e-07 2.55e-08        0        0
    78.4        2 7.87e-07 2.21e-08        0        0
    78.8        2 6.89e-07 1.91e-08        0        0
    79.2        2 6.03e-07 1.66e-08        0        0
    79.6        2 5.28e-07 1.44e-08        0        0
      80        2 4.62e-07 1.25e-08        0        0
    80.4        2 4.05e-07 1.08e-08        0        0
    80.8        2 3.55e-07 9.36e-09        0        0
    81.2        2  3.1e-07 8.11e-09        0        0
    81.6        2 2.71e-07 7.04e-09        0        0
      82        2 2.37e-07 6.11e-09        0        0
    82.4        2 2.06e-07 5.29e-09        0        0
    82.8        2  1.8e-07 4.59e-09        0        0
    83.2        2 1.56e-07 3.97e-09        0        0
    83.6        2 1.35e-07 3.45e-09        0        0
      84        2 1.17e-07 2.99e-09        0        0
    84.4        2 1.02e-07 2.59e-09        0        0
    84.8        2 8.78e-08 2.24e-09        0        0
    85.2        2 7.63e-08 1.95e-09        0        0
    85.6        2 6.63e-08 1.69e-09        0        0
      86        2 5.77e-08 1.46e-09        0        0
    86.4        2 5.02e-08 1.27e-09        0        0
    86.8        2 4.38e-08  1.1e-09        0        0
    87.2        2 3.81e-08 9.53e-10        0        0
    87.6        2 3.33e-08 8.25e-10        0        0
      88        2 2.91e-08 7.15e-10        0        0
    88.4        2 2.53e-08 6.21e-10        0        0
    88.8        2 2.19e-08 5.39e-10        0        0
    89.2        2  1.9e-08 4.67e-10        0        0
    89.6        2 1.65e-08 4.04e-10        0        0
      90        2 1.41e-08 3.51e-10        0        0
    90.4        2 1.22e-08 3.04e-10        0        0
    90.8        2 1.06e-08 2.63e-10        0        0
    91.2        2 9.13e-09 2.28e-10        0        0
    91.6        2 7.92e-09 1.98e-10        0        0
      92        2 7.07e-09 1.72e-10        0        0
    92.4        2 6.09e-09 1.49e-10        0        0
    92.8        2 5.32e-09 1.29e-10        0        0
    93.2        2 4.69e-09 1.12e-10        0        0
    93.6        2 3.97e-09 9.69e-11        0        0
      94        2 3.35e-09 8.42e-11        0        0
    94.4        2 2.96e-09 7.29e-11        0        0
    94.8        2 2.71e-09 6.18e-11        0        0
    95.4        2 2.56e-09 5.15e-11        0        0
    95.9        2 2.35e-09 4.28e-11        0        0
    96.3        2  2.3e-09 3.56e-11        0        0
    97.1        2  2.3e-09 2.92e-11        0        0
    97.5        2 2.42e-09 2.32e-11        0        0
    98.3        2 2.59e-09 1.84e-11        0        0
    99.1        2 2.63e-09 1.38e-11        0        0
    99.8        2 2.63e-09 1.15e-11        0        0
